race_id,race_name,course,distance,track_type,weather,ground,horse_no,frame_no,horse_name,sex_age,carried_weight,jockey,trainer,odds,popularity
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,1,1,セイウンラピス,セ3,57.0,松岡,美浦村田,17.3,7
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,2,2,エリプティクカーブ,牡3,57.0,ディー,美浦萩原,15.0,6
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,3,3,ナックホワイト,牝3,55.0,荻野極,美浦杉浦,17.9,8
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,4,4,ショウナンダイン,セ3,57.0,丹内,美浦森一,43.9,10
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,5,5,サンセットゴールド,牡3,57.0,佐々木,栗東矢作,14.2,5
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,6,5,ホールドザデイ,牝3,55.0,横山和,美浦田中勝,54.2,11
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,7,6,テイエムスティール,牝3,55.0,武豊,栗東高橋一,4.9,3
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,8,6,マイネルシンベリン,牡3,57.0,津村,美浦武市,35.7,9
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,9,7,サツキマーメイド,牝3,52.0,▲佐藤,美浦石栗,112.1,12
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,10,7,デイトナチャンプ,牡3,57.0,ルメール,美浦加藤征,3.3,1
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,11,8,リッツパーティー,牡3,57.0,横山武,美浦岩戸,7.2,4
202605020506,３歳１勝クラス 出馬表,"13:00発走 / 芝1800m (左 A)
/ 天候:曇 / 馬場:良",1800,芝,曇,良,12,8,アメテュストス,牡3,57.0,レーン,美浦加藤士,3.5,2
