年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,メランジェ,牝,4,丹内,56.0,5.2,2,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,2,ウインレイネッサ,牝,4,田山,54.0,55.6,14,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,3,マーヴィカープ,牝,4,舟山,54.0,41.5,13,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,4,ストレイトアスク,牝,5,和田陽,53.0,13.9,7,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,5,ラブリーガール,牝,4,武藤,56.0,26.9,10,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,6,フェアルアップ,牝,5,今村,54.0,24.4,9,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,7,ブラウンエール,牝,5,斎藤,56.0,10.1,4,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,8,ココポロ,牝,5,野中,56.0,68.4,16,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,9,ルージュベルベット,牝,5,コンサルベ,56.0,13.5,6,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,10,キタノクーヴール,牡,4,遠藤,53.0,26.9,11,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,11,ユメシバイ,牝,4,小林美,53.0,7.6,3,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,12,ロンドンアームズ,牝,5,菊沢,56.0,20.1,8,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,13,ベルザ,牝,4,永島,54.0,3.0,1,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,14,マリーヌ,牝,4,亀田,56.0,27.3,12,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,15,ルージュナリッシュ,牝,4,石川,56.0,12.3,5,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
2026,5,3,16,ラブカムーン,牝,5,河原田,52.0,64.9,15,新潟,7,4歳以上1勝クラス,1400,稍重,16,芝
