年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,テーパーゼル,牡,3,松山,57.0,9.7,4,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,2,プレダトゥール,牡,3,秋山稔,57.0,44.3,13,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,3,ゼロディシビリティ,牡,3,ルメール,57.0,1.8,1,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,4,ナムラグリラ,牝,3,幸,55.0,15.4,5,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,5,マーヴットサンズ,牡,3,飯田良,55.0,7.8,2,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,6,エルリオ,牡,3,角田和,55.0,112.1,16,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,7,ビナムサシ,牡,3,池添,57.0,87.2,15,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,8,ブロンテス,牡,3,古川吉,57.0,29.5,8,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,9,フリッシュ,牡,3,藤懸,57.0,19.8,6,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,10,アイカンヌーラ,牡,3,酒井,57.0,37.6,12,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,11,ハグレンヨー卜,牡,3,菱田,57.0,8.4,3,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,12,ヘリテージブルーム,牡,3,戸崎圭,57.0,26.4,7,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,13,クラックショット,牡,3,国分優,57.0,32.9,10,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,14,ブルズアイリンス,牡,3,松本,57.0,61.0,14,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,15,タイセイモリス,牡,3,津村,57.0,34.7,11,京都,6,3歳1勝クラス,1400,稍重,16,ダ
2026,5,3,16,バトゥカーダ,牡,3,川須,57.0,30.3,9,京都,6,3歳1勝クラス,1400,稍重,16,ダ
