年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,サイレントフルツ,牡,3,川須,55.0,116.3,11,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,2,テンダータワーズ,牡,3,北村友,55.0,70.9,9,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,3,ジーティーウタマロ,牡,3,戸崎圭,57.0,7.1,4,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,4,ロスニーシュス,牡,3,古川吉,57.0,110.2,10,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,5,スノースケープ,牡,3,川田,55.0,2.9,1,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,6,リゾルアナ,牝,3,酒井,55.0,44.5,8,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,7,ラミエルノムスコ,牡,3,武豊,57.0,5.5,3,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,8,メイショウショカツ,牡,3,幸,57.0,9.2,6,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,9,オックスアイ,牡,3,吉村,57.0,34.3,7,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,10,ドロングトゥミー,牡,3,松山,55.0,8.5,5,京都,5,3歳未勝利,1800,稍重,11,芝
2026,5,3,11,リン,牡,3,岩田望,57.0,3.6,2,京都,5,3歳未勝利,1800,稍重,11,芝
