年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,オセアフェアント,牡,3,黛,57.0,44.2,11,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,2,プレイジオン,牡,3,野中,55.0,35.1,10,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,3,ニシノフォーミラー,牡,3,水沼,52.0,17.0,6,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,4,クイーンオブハート,牝,3,河原田,51.0,31.4,9,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,5,ウインブラナート,牡,3,遠藤,52.0,56.8,12,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,6,スカット,牡,3,上里,54.0,9.8,4,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,7,ビスタットアソート,牡,3,富田,57.0,2.7,1,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,8,ナムラソラン,牡,3,柴田裕,53.0,12.8,5,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,9,トーセンシキリヤ,牡,3,原田和,57.0,79.6,13,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,10,ミスターオトナシ,牡,3,石神道,54.0,4.9,3,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,11,キタノレクレール,牡,3,川端,52.0,85.3,15,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,12,ヘヴンズドライブ,牡,3,コンサルベ,55.0,23.8,8,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,13,エゴロボルト,牡,3,丸山,57.0,4.6,2,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,14,ナムラステラ,牡,3,丹内,57.0,18.7,7,新潟,2,3歳未勝利,1200,稍重,15,ダ
2026,5,3,15,ポッドスモーカー,牡,3,大久保,54.0,81.4,14,新潟,2,3歳未勝利,1200,稍重,15,ダ
