race_id,race_name,horse_no,frame_no,horse_name,sex_age,carried_weight,jockey,trainer,odds,popularity
202609030105,２歳新馬 出馬表 | 2026年6月6日 阪神5R レース情報(JRA) - netkeiba,1,1,タイドビート,牡2,55.0,松山,栗東藤野,5.0,3
202609030105,２歳新馬 出馬表 | 2026年6月6日 阪神5R レース情報(JRA) - netkeiba,2,2,シャプシュ,牝2,53.0,△田山,栗東新谷,14.3,6
202609030105,２歳新馬 出馬表 | 2026年6月6日 阪神5R レース情報(JRA) - netkeiba,3,3,ロジクラウン,牡2,55.0,川田,栗東須貝,2.7,2
202609030105,２歳新馬 出馬表 | 2026年6月6日 阪神5R レース情報(JRA) - netkeiba,4,4,シャインラブ,牝2,55.0,西村淳,栗東井上,10.3,4
202609030105,２歳新馬 出馬表 | 2026年6月6日 阪神5R レース情報(JRA) - netkeiba,5,5,ジーティーサクラ,牝2,55.0,北村友,栗東吉岡,2.2,1
202609030105,２歳新馬 出馬表 | 2026年6月6日 阪神5R レース情報(JRA) - netkeiba,6,6,エコロラーダ,牡2,55.0,坂井,栗東大久保,12.5,5
