年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,メイショウフンジン,牡,8,石橋脩,58.0,44.8,14,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,2,メイショウズイウン,牡,4,浜中,55.0,5.8,2,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,3,ダイシンピスケス,牡,8,横山和,56.0,105.1,16,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,4,ロードプレジール,牡,8,岩田康,55.0,16.7,9,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,5,ゼットリアン,牡,6,団野,57.0,6.2,3,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,6,ピカピカサンダー,牡,4,三浦,55.0,14.3,8,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,7,アムールドパリ,牝,5,佐々木,53.0,56.8,15,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,8,クールミラボー,牡,6,横山武,57.5,4.8,1,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,9,ハギノサステナブル,牡,6,高杉,56.0,9.4,6,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,10,レガシトウレッド,牡,5,宮崎,57.0,31.2,10,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,11,サクラトップリアル,牡,5,大野,56.0,39.2,13,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,12,リアレスト,牡,5,田辺,55.0,31.3,11,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,13,メイショウユズルハ,牡,7,小崎,54.0,36.3,12,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,14,タイトニット,牡,6,荻野極,56.5,9.0,5,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,15,レッドプロフェシー,牡,6,原,55.0,12.5,7,東京,10,ブリリアントS,2100,稍重,16,ダ
2026,5,3,16,キョウキランブ,牡,4,北村宏,56.0,8.2,4,東京,10,ブリリアントS,2100,稍重,16,ダ
