年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,キミガスキダ,牝,3,松本,55.0,43.8,12,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,2,ヤマニンコルサ,牝,3,松若,55.0,43.6,11,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,3,パドヴァピンク,牝,3,浜中,55.0,16.6,7,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,4,タガノシルフィー,牝,3,角田和,55.0,11.0,5,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,5,メリオルヴィア,牝,3,吉村,55.0,32.0,9,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,6,スマッシング,牝,3,幸,55.0,4.1,3,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,7,アスノガナンガ,牝,3,団野,55.0,59.1,13,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,8,ヴォメロ,牝,3,池添,55.0,95.0,15,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,9,ピカラ,牝,3,岩田望,55.0,4.0,2,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,10,プリンセスアツ,牝,3,飯田良,55.0,3.8,1,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,11,ゴールドアテネ,牝,3,西田,55.0,124.8,16,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,12,マーヴットクリュグ,牝,3,秋山稔,55.0,14.2,6,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,13,ストリートクイーン,牝,3,松山,55.0,10.8,4,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,14,クイーンザリビー,牝,3,Mデムーロ,55.0,29.8,8,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,15,マルモリキャスター,牝,3,泉谷,55.0,76.0,14,京都,1,3歳未勝利,1400,稍重,16,ダ
2026,5,3,16,シェーナカラー,牝,3,津村,55.0,32.7,10,京都,1,3歳未勝利,1400,稍重,16,ダ
