年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,モントリユ,牡,3,田辺,55.0,6.6,2,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,2,ダイアサソーロ,牡,3,石橋脩,55.0,18.1,9,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,3,フリー,牡,3,横山武,55.0,3.2,1,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,4,フックル,牡,3,柴田大,55.0,14.3,7,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,5,カテドラルフォーツ,牡,3,原,57.0,33.2,11,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,6,ベヴァナニチャン,牡,3,大野,55.0,8.7,4,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,7,トウカイティエラ,牡,3,▲佐藤,52.0,57.6,16,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,8,カーヴドフェザー,牡,3,団野,55.0,7.8,3,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,9,エレアン,牡,3,△長浜,53.0,27.1,10,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,10,シーナノクナタ,牡,3,柴田善,57.0,48.6,14,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,11,ブルーランジャー,牡,3,高杉,55.0,11.7,5,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,12,ビッグマリック,牡,3,吉田豊,57.0,13.4,6,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,13,ミアエッテ,牡,3,菅原明,57.0,45.5,13,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,14,ベストバラディア,牡,3,木幡巧,55.0,52.2,15,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,15,アドマイヤウケ,牡,3,ディー,55.0,42.1,12,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,16,ケイツースクード,牡,3,西塚,57.0,65.6,18,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,17,レヴニテンエ,牡,3,佐々木,57.0,15.3,8,東京,5,3歳未勝利,1600,良,18,芝
2026,5,3,18,アームアップルール,牡,3,木幡初,57.0,57.6,17,東京,5,3歳未勝利,1600,良,18,芝
