年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,オートカリテ,牝,3,高田,55.0,4.3,1,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,2,トレンドラブ,牝,3,吉田,52.0,39.7,15,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,3,サウンドファミリエ,牝,3,石川,55.0,54.4,16,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,4,フィールライクユー,牝,3,丸山,53.0,20.7,10,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,5,ティンブロポップ,牝,3,コンサルベ,55.0,31.6,13,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,6,ビアス,牝,3,丸山,55.0,5.3,2,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,7,リベルタアーラ,牝,3,石神道,52.0,20.5,9,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,8,ワイドバヴァール,牝,3,亀田,55.0,28.8,12,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,9,コスモエーヴィヒ,牝,3,菊沢,55.0,14.9,7,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,10,マサハヤルージュ,牝,3,和田陽,52.0,34.9,14,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,11,チョコスコーン,牝,3,山田,53.0,28.4,11,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,12,キュリータ,牝,3,小沢,55.0,9.3,4,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,13,ソフィア,牝,3,丹内,55.0,10.8,6,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,14,フロンテアムーン,牝,3,上里,52.0,7.3,3,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,15,ミズノミヤコ,牝,3,河原田,51.0,16.7,8,新潟,1,3歳未勝利,2000,稍重,16,芝
2026,5,3,16,オモイヲノセテ,牝,3,横山琉,55.0,10.0,5,新潟,1,3歳未勝利,2000,稍重,16,芝
