年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,スムースベルベット,牝,6,柴田大,56.0,30.3,10,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,2,クレイヴィンオナー,セ,5,岩田康,58.0,43.1,12,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,3,アマカミ,セ,7,団野,58.0,58.1,13,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,4,ベンダバール,牡,5,国分恭,58.0,9.3,5,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,5,エイブリルインパリ,牝,4,小崎,56.0,5.9,3,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,6,ルーフオブヘヴン,牝,5,佐々木,56.0,5.5,2,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,7,オコタンペ,牡,5,ディー,58.0,17.2,8,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,8,フォーワンセルフ,牡,7,原,58.0,17.1,7,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,9,レッドレナート,牡,5,横山和,58.0,7.7,4,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,10,アルジェンタージョ,牡,5,佐藤,53.0,41.3,11,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,11,タマモヴェナトル,牡,6,長浜,56.0,27.6,9,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,12,シルブズミスチーフ,牝,4,荻野極,56.0,9.7,6,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
2026,5,3,13,アイアムイチバン,牡,4,横山武,58.0,3.2,1,東京,12,4歳以上2勝クラス,1300,稍重,13,ダ
