年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,ルージュマローネ,牝,4,杉原,56.0,13.3,6,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,2,メイショウリリー,牝,5,横山琉,56.0,18.9,8,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,3,コンアフェット,牝,4,斎藤,56.0,5.2,3,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,4,レイバックスピン,牝,4,丹内,56.0,2.9,1,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,5,シンボリエル,牝,5,菊沢,56.0,14.8,7,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,6,フローラルセント,牝,5,川端,56.0,48.7,11,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,7,ベルイズトワール,牝,5,小沢,56.0,11.1,5,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,8,ステファート,牝,4,田山,56.0,4.9,2,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,9,マハナ,牝,4,石川,56.0,20.6,9,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,10,サイモンコーラル,牝,6,柴田裕,56.0,96.1,12,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,11,ブウスカンドゥール,牝,6,中井,56.0,30.8,10,新潟,9,咲花特別,1800,稍重,12,ダ
2026,5,3,12,サンコンクエスト,牝,4,丸山,56.0,8.2,4,新潟,9,咲花特別,1800,稍重,12,ダ
