年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,ゴッドヴァレー,牡,4,田山,56.0,9.9,4,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,2,ロックウイスユー,セ,4,柴田裕,56.0,5.7,2,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,3,ワンダーウィルク,牡,7,和田陽,55.0,39.4,12,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,4,トーアタルキラ,セ,4,石田,54.0,8.7,3,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,5,ラファミリア,牡,5,森田,55.0,10.1,6,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,6,ブロスペクト,牡,5,小林脩,55.0,28.0,11,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,7,アスターリテラーム,牡,5,永島,56.0,24.6,10,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,8,コスモシェルベット,牡,4,石神道,55.0,15.8,8,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,9,ヤマカツレオン,セ,9,川端,55.0,77.6,13,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,10,ラストレガシー,牡,4,舟山,56.0,2.7,1,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,11,ノーブルアクト,牝,6,水沼,53.0,20.4,9,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,12,ハイグシス,牡,5,河原田,54.0,14.2,7,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
2026,5,3,13,ノーブルミステリー,牝,6,小林美,53.0,9.9,5,新潟,6,4歳以上1勝クラス,1800,稍重,13,ダ
