年,月,日,馬番,馬名,性別,年齢,騎手,斤量,オッズ,人気,競馬場,レース番号,レース名,距離,馬場,頭数,芝ダ
2026,5,3,1,ペイドラロワール,牡,4,吉村,58.0,39.3,13,京都,8,御池特別,1200,良,15,芝
2026,5,3,2,タイキヴァンクール,牡,5,幸,58.0,7.2,3,京都,8,御池特別,1200,良,15,芝
2026,5,3,3,メイショウミリオレ,牝,5,武豊,56.0,4.5,1,京都,8,御池特別,1200,良,15,芝
2026,5,3,4,アスクキングコング,セ,8,荻野琢,58.0,74.2,15,京都,8,御池特別,1200,良,15,芝
2026,5,3,5,ブルボンクイーン,牝,5,角田和,56.0,10.1,6,京都,8,御池特別,1200,良,15,芝
2026,5,3,6,パシレウスシチー,牡,7,菱田,58.0,20.7,10,京都,8,御池特別,1200,良,15,芝
2026,5,3,7,マンガルフェアリー,牝,4,岩田望,56.0,8.1,4,京都,8,御池特別,1200,良,15,芝
2026,5,3,8,サティーク,牝,4,松若,56.0,12.6,7,京都,8,御池特別,1200,良,15,芝
2026,5,3,9,アオイレーギーナ,牝,4,池添,56.0,8.2,5,京都,8,御池特別,1200,良,15,芝
2026,5,3,10,ミロワール,牡,7,古川吉,56.0,63.6,14,京都,8,御池特別,1200,良,15,芝
2026,5,3,11,アタリダイキチ,牡,4,津村,58.0,24.1,11,京都,8,御池特別,1200,良,15,芝
2026,5,3,12,モズアンダレス,牡,6,北村友,56.0,14.3,8,京都,8,御池特別,1200,良,15,芝
2026,5,3,13,アストラカ,セ,5,藤懸,58.0,30.4,12,京都,8,御池特別,1200,良,15,芝
2026,5,3,14,タガノアンファン,牡,4,川田,58.0,6.4,2,京都,8,御池特別,1200,良,15,芝
2026,5,3,15,カリーシ,牝,5,戸崎圭,56.0,15.4,9,京都,8,御池特別,1200,良,15,芝
